Date and time of Verification,Supply,State,District/City,Name of vendor,Contact details,"Preferred mode of contact (voice call, whatsapp, etc)",Links,Misc Data ,"Status (out of stock, working number)"
,Hospital,Himachal Pradesh,MANDI,"Sri Lal Bahadur Shastri Govt Medical College And Hospital, Nerchowk",8988329718,,msslbsgmchmandi@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,Aastha Hospital and Pediatric Center,9418150377,,drroshan16@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,Prabhudas Clinic & Nursing Home,9418862090,,drprabhudas@rediffmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Ayurvedic Hospital, Rampur",1782234944,,mehtabhai73@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Rohru",7807571077,,smorohru@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Chopal",1783260022,,bmonerwa@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Jubbal",1781252022,,chjubbal@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Kumarsain",9418148483,,bmokumarsain1@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Nerwa",1783260022,,bmonerwa@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Suni",9816022110,,kavinder@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Civil Hospital, Theog",1783238204,,smotheog@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Community Health Centre, Chirgaon",9459236045,,nikhilmanta77@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Community Health Centre, Kotkhai",9459237542,,bmokotkhai1@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Community Health Centre, Mashobra",1772740230,,smomashobra123@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,DDU Hospital,9418045333,,msddu.ripon@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,Government Dental Collage,8262098949,,bhupender3001@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,Indira Gandhi Medical Collage and Hospital,7018749191,,drsaadrizvi@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,KNH Shimla,9459972879,,rsbyknh@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"MGMSC,Khaneri",1782234969,,smoic.mgmsekhaneri@gmail.com,,
,Hospital,Himachal Pradesh,SHIMLA,"Regional Ayurvedic Hospital, Chhota Shimla",1772621753,,msrahshimla@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Prriyanshi Hospital,9459094509,,arun07thakur@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Sanjivni Eye Healthcare,9896209691,,oparya121@yahoo.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Sanjivni Vision Care,9816291964,,sanjivnivisioncare19@yahoo.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Shri Sai Multispeciality Hospital And Trauma Centre,8219681301,,sshnmarketing17@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Shri Siddhivinayak Hospital,9418490770,,ssvh12@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,Jagdish Chand Juneja Hospital,9805517615,,hospital@jcjhospital.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Civil Hospital, Paonta Sahib",1704222172,,civilhospitalpaonta@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Civil Hospital, Rajgarh",1799221042,,civilhospital.rajgarh@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Civil Hospital, Sarahan",7831981145,,deepikasaroch@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Community Health Centre, Sangrah",9816441397,,bmoofficesangrah@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"District Ayurvedic Hospital, Nahan",9418060343,,daosmr@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Dr YS Parmar Medical College And Hospital, Nahan",9418086286,,rksrhnahan@gmail.com,,
,Hospital,Himachal Pradesh,SIRMAUR,"Referral Hospital, Dadahu",8988403270,,indra.nhn15@yahoo.com,,
,Hospital,Himachal Pradesh,SOLAN,"Aakash Hospital, Nalagarh",9418060013,,hs.harish09@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Abhinam Eye Care Center,9914558444,,abirajpgi9@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Ameesh Hospital,9857930779,,ameesh18@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Bansal Orthopaedic Centre,9816025018,,dranilbansal58@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Bhardwaj Hospital,9816046020,,bhardwaj.hospital@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Brooklyn Himalaya Hospital,9418473440,,bhhosp4@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Gagan Hospital,9816800001,,gaganhospitalbaddi16@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,JP HOSPITAL AND PAEDIATRIC CENTRE,9418029844,,drjpbisht@yahoo.com,,
,Hospital,Himachal Pradesh,SOLAN,Kapoor Nursing Home,9418029067,,amrkpoor@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Lord Mahavir Hospital Nalagarh,9816099369,,dr.ajitpauljain@yahoo.com,,
,Hospital,Himachal Pradesh,SOLAN,Malhotra Superspecaility Hospital,9816020120,,drmukeshmalhotra@gamil.com,,
,Hospital,Himachal Pradesh,SOLAN,Sai Sanjevani Hospital,9418087597,,anant.7@rediffmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Shiva Hospital,9816080309,,476.ss@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Bhojia Dental College & Hospital,7018274613,,bhojiadental@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,M.M Medical College & Hospital,6239513239,,msoffice@mmusolan.org,,
,Hospital,Himachal Pradesh,SOLAN,NAVJEEVAN NURSING HOME RAJGARH ROAD SOLAN,9418022212,,srsharma300@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Ayurvedic Hospital, Nalagarh",8219637853,,rakshathakur540@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Civil Hospital, Arki",7018982336,,bmoarkihp@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Civil Hospital, Chail",1792248329,,palpujaa1984@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Civil Hospital, Kandaghat",1792256437,,chkandaghat13@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Civil Hospital, Kunihar",8988313804,,chckunihar@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,"Community Health Centre, Nalagarh",1795221204,,bmonalagarhhp@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,District Ayurvedic Hospital,9418494955,,ayurvedichospital26@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,E S I Hospital Parwanoo,9817267755,,msesihospital@gmail.com,,
,Hospital,Himachal Pradesh,SOLAN,Regional Hospital Solan,1792223638,,rkssolan@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Anandraj Malik Hospital,8544797498,,komalik242@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Bansal ortho health center,8894080874,,bohc2021@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Chauhan Eye Hospital,9418466770,,chaman.chauhan@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Eshan Eye Hospital,9882141766,,nadeemakht2000@rediffmail.com,,
,Hospital,Himachal Pradesh,UNA,Nanda Hospital Una,9418029355,,nandahospitaluna98@yahoo.in,,
,Hospital,Himachal Pradesh,UNA,Navneet Urology & General Surgery Hospital,9418076097,,dr.navneetkanwal@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Shergill Health Care Centre,9814411526,,shergillhospital123@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Shivam Orthocare,9625107410,,atulkumartanwer@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Shri Bankey Bihari Healthcare,9418470319,,sbbhealthcare@yahoo.com,,
,Hospital,Himachal Pradesh,UNA,Swami Pindi Dass Ji Charitable Health Care Centre,8580992289,,spdchamb@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Ayurvedic Hospital, Ispur",9418136643,,drnareshsharma651@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Civil Hospital, Amb",1976260274,,rsbyamb@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Civil Hospital, Chintpurni",9882487364,,deepakchabba6@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Civil Hospital, Gagret",1976241319,,rsbygagret@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Civil Hospital, Haroli",9418460744,,rsbyharoli@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Community Health Centre, Bangana",7018912718,,saritarajneesh10@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Community Health Centre, Daulatpur",9805011591,,rsbydaulatpurchowk@gmail.com,,
,Hospital,Himachal Pradesh,UNA,"Community Health Centre, Thanakalan",7018572016,,bmothanakalan@gmail.com,,
,Hospital,Himachal Pradesh,UNA,District Ayurvedic Hospital,9418057723,,vijaythakur72833@gmail.com,,
,Hospital,Himachal Pradesh,UNA,Regional Hospital Una,9418122885,,rsbyrhuna@gmail.com,,
,Oxygen Concentrator,Uttarakhand,Dehradun,NA,7895930748,NA,NA,NA,NA
NA,Oxygen Concentrator,Uttarakhand,Dehra Dun,NA,9359222281,NA,NA,NA,NA
NA,Oxygen Concentrator,Uttarakhand,Dehra Dun,NA,9359222281,NA,NA,NA,NA
NA,Oxygen Concentrator,Uttarakhand,Dehradun,NA,6396741154,NA,NA,NA,NA
NA,Oxygen Concentrator,Uttarakhand,Dehra Dun,Second Care House,9359222281,NA,NA,NA,NA
NA,Oxygen Concentrator,Uttarakhand,Dehradun,,9910093525,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,National medical agencies,9897765903,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,near nehru colony,9560989458,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,Kohli air products,9719012955/ 9719012955,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rudrapur,Oxy cylinders ,7078933407,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,NA,9760068666,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Haridwar,NA,7500000367,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,NA,9897182424,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Haridwar,Nitin,7500000367,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,"rudrapur, uttarakhnd ",NA,7078933407,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,Bharat Gas,9411139937,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,haridwar,pawan,9756725628,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Kaladhungi,Chirag ,9837649256,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rudrapur,NA,7078933407,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,Anshul Jain,9719065659,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,7017596559,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rudrapur,NA,7078933407,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,NA,9997003302,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Haldwani,NA,9761784090,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,D M gas agency,9897182424,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,dehradun,NA,8057198249,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rudrapur,NA,7078933407,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,Kohli air products,9837094267,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,haridwar,NA,8532835631,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Haridwar,Nitin Pokhriyal,7500000367,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,Rajiv Gas,9719108235,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,9719065659,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,9759009777,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Kaladhungi,NA,9837649256,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Haridwar,NA,6396783177,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Rishikesh,NA,8795856659,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,haridwar,NA,8171455525,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,01352728970,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,"7500402502
7500601501",NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Nainital,NA,9837649256,NA,NA,NA,NA
NA,Oxygen Cylinder,Uttarakhand,Dehradun,NA,8979812049,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,Bharat oxygen traders ,8273156206,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,"Hope Town, Industrial Area, Selaqui",9634490876,NA,NA,NA,FREE
NA,Oxygen Refill,Uttarakhand,Rishikesh,NA,7895856659,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Haridwar,rg gas,9719449489,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,NA,8057198249,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Rudrapur,Rathi gases,9917188442,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,NA,01352620853,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,NA,9897765903,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Rishikesh,NA,9897182424,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,Jogendra Singh Pundeer,9574787119,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Rudrapur,Rathi gases,9917188442,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Nainital,NA,9171676279,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Dehradun,Gupta Gas,9411189689,NA,NA,NA,NA
NA,Oxygen Refill,Uttarakhand,Rudrapur,Jimmedari.com,7078933407,NA,NA,NA,NA
NA,Home RTPCR Test,Uttarakhand,Dehradun,Mannu Rana,8755247014,NA,NA,NA,NA
NA,Home ICU,Uttarakhand,Rishikesh and Dehradun,GURUKIRPA PATIENT CARE AT HOME AND HOSPITAL,"8847315782,
8803350006",NA,NA,NA,NA
11/05 /21 10.15,Food Service,Uttarakhand,Haridwar road Dehradun ,Hotel Mj residency,"7900722722, 9012221172",,,Delivery free meals upto 7km,
11/05 /21 10.30,Food Service,Uttarakhand,Rajendra Nagar Dehradun ,Lp residency ,7060612323,,,Delivery free food upto 4km radius,
N/A,Food Service,Uttarakhand,Dehradun ,Cafe Laata,7409038443,,,,
N/A,Food Service,Uttarakhand,Pan dehradun,"Punjab grill, asia seven ","8,27,28,88,882",,,,
NA,Oxygen Concentrator,Delhi,North Delhi,N/A,9717204847,N/A,N/A,NA,N/A
NA,Oxygen Concentrator,Delhi,Delhi,NA,7303074795,NA,NA,NA,N/A
NA,Oxygen Concentrator,Delhi,Delhi,NA,9910223322,NA,NA,NA,N/A
NA,Oxygen Concentrator,Delhi,Delhi,NA,9818807958,NA,NA,7 Ltr (50000/-),N/A
NA,Oxygen Concentrator,Delhi,"Rajouri, Delhi",NA,9821572305,NA,NA,12Ltr (1000/-) Home Delivery ,N/A
NA,Oxygen Concentrator,Delhi,Delhi,NA,9899429429,NA,NA,NA,N/A
NA,Oxygen Concentrator,Delhi,"Bali Nagar, Delhi",NA,7888606706,NA,NA,10Ltr (500/-),N/A
NA,Oxygen Concentrator,Delhi,"Meera Bagh, Near MC Donalds, West Delhi.",NA,9781260154,NA,NA,"Home Delivery available, 6Ltrs- 1200/-, 12Ltrs- 1700/-.",N/A
NA,Oxygen Concentrator,Delhi,"Sector-2, Bawana, Delhi",N/A,8146020867,NA,NA,NA,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,Sanjeev ,9999400048,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,"Gurgaon, Sector 83",N/A,9667801022,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,Neeraj ,9315251586,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Dwarka,N/A,9971111287,N/A,N/A,7L and 9L,N/A
N/A,Oxygen Concentrator,Delhi,"Vasant Kunj, Delhi",Batra Associates,9811344344,N/A,N/A,"Oxygen Concentrator DE1A-1.50lakh 7L, Brand - DEDAKJ (cash only)",N/A
N/A,Oxygen Concentrator,Delhi,N/A,N/A,8860538326,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,"Sant Nagar, Delhi",N/A,9729870615,N/A,N/A,"Oxygen Concentrator - 99,000 for 9L, Brand - DEDAKJ / Pickup after 3PM",N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,N/A,9560976288,N/A,N/A,99k,N/A
N/A,Oxygen Concentrator,Delhi,"Laxmi Nagar, Delhi",N/A,9582589157,N/A,N/A,"5L for 1.25lakh (Brand - Medinain) - 3 years warranty
9L for 1.1lakh (Brand - DEDAKJ)",N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9711367008,N/A,N/A,55k+GST,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9818331756,N/A,N/A,7L,N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,Khalsa Aid,9115609005,Whatsapp,https://forms.gle/cJF9DRha2YAhTDsLA,N/A,N/A
N/A,Oxygen Concentrator,Delhi,"A2/24 Safdarjung Enclave Near Green Field School, Delhi",N/A,98100 02707,N/A,N/A,95k,N/A
N/A,Oxygen Concentrator,Delhi,"Ahinsha Khand 2, Indirapuram, Ghaziabad",N/A,9667221130,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9901453993,N/A,N/A,"5L: 69k, 7L: 79k",N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,8860687002,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,N/A,9560035530,N/A,N/A,7L @ 75k,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9821572305,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,N/A,8595997502,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Gurgaon / Gurugram,Wellgio Pharmacy,9911989755,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9811441111,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,N/A,9999367487,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Faridabad,N/A,88516 03668,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,7838244389,N/A,N/A,on rent for ₹15000/month,N/A
N/A,Oxygen Concentrator,Delhi,"Kalkaji, Delhi",Paras,8826513407,N/A,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,South Delhi,Afghan Delhi Pharmacy,9811348810,Whatsapp,N/A,N/A,N/A
N/A,Oxygen Concentrator,Delhi,Delhi,N/A,9810458567,N/A,N/A,5L,N/A
N/A,Oxygen Concentrator,Delhi,Gurgaon / Gurugram,Jamao Oxygen Concentrator,9899994241,N/A,N/A,"5L with 93+-3% purity, weight 18.5kg, pickup",N/A
N/A,Oxygen Concentrator,Delhi,Delhi-NCR,"Vipul, TYCIA Foundation",0114-1236614,N/A,N/A,N/A,N/A
NA,Oxygen Cylinder,Delhi,Delhi,NA,9899429429,NA,NA,NA,N/A
NA,Oxygen Cylinder,Delhi,"Shaheen Bagh, Delhi",Assem,7011283381,NA,NA,NA,N/A
NA,Oxygen Cylinder,Delhi,"C-47 gali number 4, Mahendru enclave, Delhi",Ehsas Foundation ,9625500733,Only Whatsapp,NA,They can pick empty Cylinder from the patients house and get it refilled & deliver back as well.,N/A
N/A,Oxygen Cylinder,Delhi,Kalkaji,N/A,8826513407,N/A,N/A,N/A,N/A
NA,Oxygen Cylinder,Delhi,"Subhash Nagar, Delhi (In front of Pacific Mall)",Harbhajan Oxygen,8384072953,NA,NA,NA,N/A
NA,Oxygen Cylinder,Delhi,"130-A Gardhi main market, Shera Mohalla, Garhi, East of Kailash, New Delhi 110065",91 Hub,7550782819,N/A,N/A,NA,N/A
N/A,Oxygen Cylinder,Delhi,"Budh Vihar, Wah Ji Wah Restaurant, Main Kanjhawla Road",N/A,7703829505,N/A,N/A,Empty 10L,N/A
N/A,Oxygen Cylinder,Delhi,"Manesar, Gurugram",N/A,8392049834,N/A,N/A,Empty Cylinders (less in number) 50L - 50k cash (pickup),N/A
N/A,Oxygen Cylinder,Delhi,"Dwarka, Delhi",N/A,7703999607,N/A,N/A,70L,N/A
N/A,Oxygen Cylinder,Delhi,"Malviya Nagar, Delhi",N/A,011-46696363,N/A,N/A,1PM onwards,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,9808822111,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,98734 48344,N/A,N/A,"Empty, 7L @ 9500/-",N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,9999474882,N/A,N/A,"11L, 18k",N/A
N/A,Oxygen Cylinder,Delhi,"Sarai Kale Khan Metro Station, Delhi",Khalsa Aid,9999648338 / 9667801022,N/A,N/A,18L,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,8860202473,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Emaar Gurgaon Greens,N/A,7669916767,N/A,N/A,60L,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,9734908391 / 9432895078,N/A,N/A,"25kg: 10k, 50kg: 15k, 75kg: 18k,100kg : 22k",N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,9433491841,N/A,N/A,"20L, 30L, 40L",N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,8860383713,N/A,N/A,6L @ 18K,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,8178781682,N/A,N/A,50L,N/A
N/A,Oxygen Cylinder,Delhi,"Rohini, Sector 8, New Delhi",N/A,9910033792,N/A,N/A,Empty ,N/A
N/A,Oxygen Cylinder,Delhi,"Modinagar, Delhi","Minti, Rahul Sharma",8865994752 / 8178035138,Whatsapp,N/A,15L,N/A
N/A,Oxygen Cylinder,Delhi,"Rohini, Delhi",N/A,7210051049,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Ghaziabad,N/A,8586082100,N/A,N/A,Empty,N/A
N/A,Oxygen Cylinder,Delhi,Ghaziabad,N/A,9667464012,N/A,N/A,"50L, 65000/-",N/A
N/A,Oxygen Cylinder,Delhi,"DTC Bus Depots: Kunjhawala, Mayapuri, Nandnagri, Hassanpur, Ambedkar Nagar, Sarojini Nagar, East Vinod Nagar, Rajghat, Sukhdev Vihar, Karnal Road, Dwarka Sector 2",N/A,9212235075,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Delhi-NCR,N/A,9971410419,N/A,N/A,Rent,N/A
N/A,Oxygen Cylinder,Delhi,N/A,Oxygen Registration Desk,"011-2327015 (Central), 011-22029103, 935469166 (New Delhi), 011-27201314 011-27201317 (North Delhi), 011-22115288 (North East Delhi), 011-25951248 (North West Delhi), 011-20824323 (Shahadra), 011-29533229, 9643150027 (South Delhi), 011-26911228 (South East Delhi), 011-25073502 011-25073505 (South West Delhi), 01125100093011-25100094 (East), 011-25100096 (West Delhi)",N/A,N/A,Helps find cylinder on basis of locality,N/A
N/A,Oxygen Cylinder,Delhi,South Delhi,N/A,9643150027,N/A,N/A,Only for home isolation,N/A
N/A,Oxygen Cylinder,Delhi,Central Delhi,Bhumia Gas,9315189116,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,7838474947,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,"Faridabad (110, New Market, Olive Building)",N/A,9599040335,N/A,N/A,"10 L for Rs 7500, 30L for Rs 15500, 50L for Rs 25500 (pickup)",N/A
N/A,Oxygen Cylinder,Delhi,"Sarita Vihar, Delhi",N/A,9555333324,N/A,N/A,"12L, 15L, 50L",N/A
N/A,Oxygen Cylinder,Delhi,"Kadipur Chowk, Gurgaon",N/A,9306880232,N/A,N/A,7.5L for Rs. 15000,N/A
N/A,Oxygen Cylinder,Delhi,Noida,N/A,9958795999,N/A,N/A,"Rent @ Rs 500 per day, refundable security Rs. 10000",N/A
N/A,Oxygen Cylinder,Delhi,South Delhi,Afghan Delhi Pharmacy,9811348810,Whatsapp,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Delhi,N/A,9810458567,N/A,N/A,N/A,N/A
N/A,Oxygen Cylinder,Delhi,Delhi-NCR,Green Apartments MAP School,88820336300,N/A,N/A,10 L @ ₹10500,N/A
,Oxygen Cylinder,Delhi,,,,,,,N/A
N/A,Oxygen Refill,Delhi,"Shree Krishna RZ5A, Arjun Park, New Delhi, 110043",Shree Krishna Gases,9250823519 / 9213689725 / 8048371982,N/A,Just Dial   India Mart,Part of official 1/05/21 govt. refillers list,N/A
N/A,Oxygen Refill,Delhi,"Dada Dev Plot No. 473, Bagdola, Dwarka, Sector-8, opposite D-block, New-Delhi",N/A,7838120563,N/A,N/A,Part of official 1/05/21 govt. refillers list,N/A
N/A,Oxygen Refill,Delhi,"Surya Gas Shop No-7, Rz-4, Jain Park, Main Matiala Road, Dwarka, Delhi",Surya Gas ,9999020798 / 9354072175,N/A,N/A,Part of official 1/05/21 govt. refillers list,N/A
N/A,Oxygen Refill,Delhi,"Vinayak Air Enterprises, B93, Mayapuri Industrial Area, Phase-1, Delhi",Vinayak Air Enterprises,9868827510 / 9350109650 / 9810807576,N/A,N/A,Part of official 1/05/21 govt. refillers list,N/A
N/A,Oxygen Refill,Delhi,"Mamta Gases, Dwarka Morr Metro, Station A - 1/64, Sevak Park, Uttam Nagar, Near Dwarka, New Delhi 110059",Mamta Gases,9711266904 / 9871540656 / 9899589181,N/A,N/A,Part of official 1/05/21 govt. refillers list,N/A
N/A,Oxygen Refill,Delhi,"Wazirpur, Delhi",NA,7709862571,Whatsapp Only,,Whatsapp Only,N/A
NA,Oxygen Refill,Delhi,"A-16, Naraina Industrial Area, phase-1, Delhi",NA,9136219936,NA,NA,"Small Cylinder - 200/-, Big Cylinder -375/- open till 6pm",N/A
NA,Oxygen Refill,Delhi,"824/5, Temple Rd, Jangpura, Samman Bazar, Bhogal, New Delhi, 110014",Hukum Chand & Sons,9958572445,NA,NA,10 & 40 Ltrs,N/A
NA,Oxygen Refill,Delhi,"Model town metro station, Delhi",Me. Jatinder,9999779992,NA,NA,"Refills for less than 20Ltrs, free Service.",N/A
